area_sqft,bedrooms,bathrooms,location,furnishing,parking,age_years,floor,has_gym,has_pool,rent,price_per_sqft,room_bath_ratio,total_rooms,amenities_score,is_new,is_spacious,location_encoded,furnishing_encoded
0.7602602773094682,-0.010483424395374068,1.274040549738354,Rural,Unfurnished,1.2996090198660954,1.482436751019793,0.8724479690862856,0,0,1958.1792368831802,-0.8087593644061553,-0.6524432297180884,0.5989866665463079,-0.9144968706643734,0,1,1,2
-0.8628960828565331,-0.010483424395374068,1.274040549738354,Rural,Unfurnished,1.2996090198660954,-0.7035801014769882,-0.32093469502783256,1,1,2263.375044640579,0.759345761489024,-0.6524432297180884,0.5989866665463079,1.4763446212686293,0,0,1,2
1.255365163599271,-1.4082733437785717,1.274040549738354,Rural,Furnished,-0.48526173703154635,1.6234700963421662,-1.684800596872539,0,0,1857.1366766757,-1.0202684726685896,-1.219982787308736,-0.5885953241279086,-0.9144968706643734,0,1,1,0
1.1808181210613178,-1.4082733437785717,1.274040549738354,Downtown,Furnished,-0.48526173703154635,0.2836533157796227,-1.5143173591419508,0,1,2797.2602329754677,-0.4929966692517383,-1.219982787308736,-0.5885953241279086,0.2809238753021279,0,1,0,0
1.2258276561785726,-1.4082733437785717,0.02955649626987627,Downtown,Semi-Furnished,1.2996090198660954,1.1298533877138608,-1.173350883680774,1,0,2321.753345046639,-0.7647827423145904,-1.0848543212157247,-1.1823863194650168,0.2809238753021279,0,1,0,1
-1.2328181996014709,-1.4082733437785717,0.02955649626987627,Suburbs,Semi-Furnished,1.2996090198660954,1.2708867330362337,-0.15045145729724424,1,0,1014.3740565455304,-0.3985030312624458,-1.0848543212157247,-1.1823863194650168,0.2809238753021279,0,0,2,1
0.03588807151614877,-1.4082733437785717,-1.2149275571986013,Rural,Unfurnished,-1.3776971154803672,1.1298533877138608,-0.8323844082195975,0,1,940.8447695643513,-1.2639795430376577,-0.7040377349536018,-1.7761773148021252,-0.9144968706643734,0,1,1,2
-0.48312813030469565,-1.4082733437785717,-1.2149275571986013,Downtown,Unfurnished,0.4071736414172746,1.5529534236809797,1.042931206816874,1,0,1459.8558587228558,-0.5593193856972795,-0.7040377349536018,-1.7761773148021252,0.2809238753021279,0,0,0,2
-0.07944886222181666,-0.010483424395374068,-1.2149275571986013,Rural,Semi-Furnished,-0.48526173703154635,-0.2804800655098692,-1.173350883680774,0,1,1704.2738366610306,-0.60062741959435,0.8953919273473141,-0.5885953241279086,0.2809238753021279,0,0,1,1
0.5661566571163069,-1.4082733437785717,1.274040549738354,Suburbs,Furnished,1.2996090198660954,-0.7740967741381747,0.7019647313556974,0,1,2614.1327889843224,-0.30748312250085796,-1.219982787308736,-0.5885953241279086,0.2809238753021279,0,1,2,0
-0.6336287633530164,-0.010483424395374068,1.274040549738354,Suburbs,Semi-Furnished,1.2996090198660954,1.1298533877138608,-1.3438341214113625,0,0,1217.7953939870858,-0.7006460221378507,-0.6524432297180884,0.5989866665463079,-0.9144968706643734,0,0,2,1
0.32423040586106233,1.3873064949878235,1.274040549738354,Downtown,Unfurnished,0.4071736414172746,-0.7035801014769882,0.8724479690862856,1,0,3116.8901062741347,0.19263153388744428,-0.0849036721274408,1.7865686572205246,0.2809238753021279,0,1,0,2
1.3749217412544792,-0.7093783840869728,-1.2149275571986013,Uptown,Unfurnished,-0.48526173703154635,-0.5625467561546152,-0.15045145729724424,0,1,2502.2471274356894,-0.7201144429197355,0.09567709619685622,-1.1823863194650168,0.2809238753021279,0,1,3,2
-0.1750941243459831,-1.4082733437785717,-1.2149275571986013,Uptown,Furnished,1.2996090198660954,0.9183033697303012,0.7019647313556974,0,0,2004.931095980543,-0.28500222756679666,-0.7040377349536018,-1.7761773148021252,-0.9144968706643734,0,0,3,0
-0.2651131945804927,-1.4082733437785717,0.02955649626987627,Downtown,Unfurnished,0.4071736414172746,1.482436751019793,-1.0028676459501857,1,1,1809.3667250647995,-0.38962050032229023,-1.0848543212157247,-1.1823863194650168,1.4763446212686293,0,0,0,2
-1.2187527198773287,-1.4082733437785717,0.02955649626987627,Uptown,Semi-Furnished,-1.3776971154803672,0.3541699884408092,-0.8323844082195975,0,1,943.4715469554342,-0.527205440794126,-1.0848543212157247,-1.1823863194650168,-0.9144968706643734,0,0,3,1
1.2047294365923593,-0.7093783840869728,1.274040549738354,Rural,Unfurnished,-1.3776971154803672,1.482436751019793,1.2134144445474622,1,1,1925.5114329046999,-0.970128129956983,-0.9362130085134123,0.005195671209199718,0.2809238753021279,0,1,1,2
-0.5464227890633352,0.6884115352962247,1.274040549738354,Suburbs,Unfurnished,1.2996090198660954,-1.126680137444107,0.1905150181639324,0,1,2061.2816974929888,0.10178175392595978,-0.36867345092276455,1.1927776618834163,0.2809238753021279,0,0,2,2
-1.5028754103049997,0.6884115352962247,1.274040549738354,Suburbs,Semi-Furnished,1.2996090198660954,1.2708867330362337,-0.8323844082195975,0,0,1830.313349728882,1.6888390109304492,-0.36867345092276455,1.1927776618834163,-0.9144968706643734,0,0,2,1
0.9895275968129849,-0.7093783840869728,0.02955649626987627,Suburbs,Unfurnished,-1.3776971154803672,1.2003700603750471,-1.173350883680774,0,0,1202.8854528292973,-1.317566978993479,-0.6659560763273895,-0.5885953241279086,-2.1099176166308746,0,1,2,2
